Time,vRoot
442.0,0.41827
443.0,0.35305
444.0,0.56809
445.0,0.37006
446.0,0.21854
447.0,0.34714
448.0,0.43383
449.0,0.060033
450.0,0.10403
451.0,0.1428
452.0,0.23231
453.0,0.21796
454.0,0.077272
455.0,0.13371
456.0,0.21743
457.0,0.19846
458.0,0.2362
459.0,0.27429
460.0,0.32429
461.0,0.36422
462.0,0.35724
463.0,0.51107
464.0,0.51059
465.0,0.30934
466.0,0.11078
467.0,0.39379
468.0,0.44344
469.0,0.41269
470.0,0.40237
471.0,0.40141
472.0,0.39731
473.0,0.48738
474.0,0.4937
475.0,0.2667
476.0,0.43003
477.0,0.33914
478.0,0.38721
479.0,0.63501
480.0,0.58363
481.0,0.068659
482.0,0.18052
483.0,0.29354
484.0,0.084922
485.0,0.24661
486.0,0.046961
487.0,0.38407
488.0,0.41384
489.0,0.27432
490.0,0.4898
491.0,0.51549
492.0,0.60032
493.0,0.73548
494.0,0.63695
495.0,0.52827
496.0,0.2229
497.0,0.4804
498.0,0.52041
499.0,0.70007
500.0,0.64952
501.0,0.54921
502.0,0.51014
503.0,0.19667
504.0,0.26633
505.0,0.155
506.0,0.12228
507.0,0.51594
508.0,0.50168
509.0,0.26546
510.0,0.39154
511.0,0.55381
512.0,0.54802
513.0,0.47808
514.0,0.6492
515.0,0.56467
516.0,0.61062
517.0,0.51477
518.0,0.66768
519.0,0.75272
520.0,0.63173
521.0,0.55116
522.0,0.67496
523.0,0.45504
524.0,0.61168
525.0,0.71376
526.0,0.7967
527.0,0.76303
528.0,0.73397
529.0,0.6171
530.0,0.73179
531.0,0.65023
532.0,0.6591
533.0,0.55239
534.0,0.38821
535.0,0.67125
536.0,0.71441
537.0,0.73942
538.0,0.8272
539.0,0.60994
540.0,0.4959
541.0,0.67572
542.0,0.57812
543.0,0.57587
544.0,0.64098
545.0,0.69526
546.0,0.591
547.0,0.58045
548.0,0.71132
549.0,0.60427
550.0,0.61657
551.0,0.65056
552.0,0.68152
553.0,0.7205
554.0,0.56779
555.0,0.6581
556.0,0.80481
557.0,0.67042
558.0,0.64393
559.0,0.55808
560.0,0.53638
561.0,0.5668
562.0,0.47206
563.0,0.31925
564.0,0.72164
565.0,0.55655
566.0,0.4789
567.0,0.2473
568.0,0.099418
569.0,0.041795
570.0,0.014047
571.0,0.022398
572.0,0.97912
573.0,0.27155
574.0,0.5632
575.0,0.54108
576.0,0.5219
577.0,0.48795
578.0,0.17663
579.0,0.17013
580.0,0.034254
581.0,0.022851
582.0,0.48182
583.0,0.33489
584.0,0.35199
585.0,0.1442
586.0,0.045134
587.0,0.21708
588.0,0.032557
589.0,0.050814
590.0,0.54485
591.0,0.42502
592.0,0.48575
593.0,0.43698
594.0,0.27729
595.0,0.50741
596.0,0.4735
597.0,0.47224
598.0,0.41003
599.0,0.34745
600.0,0.41095
601.0,0.49815
602.0,0.50232
603.0,0.50533
604.0,0.44495
605.0,0.37799
606.0,0.40357
607.0,0.36195
608.0,0.39705
609.0,0.39403
610.0,0.30779
611.0,0.46097
612.0,0.59117
613.0,0.42041
614.0,0.4572
615.0,0.3736
616.0,0.48478
617.0,0.48821
618.0,0.4894
619.0,0.54988
620.0,0.49866
621.0,0.48683
622.0,0.58176
623.0,0.64729
624.0,0.74062
625.0,0.17029
626.0,0.35023
627.0,0.32846
628.0,0.49943
629.0,0.44388
630.0,0.61631
631.0,0.69296
632.0,0.4986
633.0,0.35098
634.0,0.082041
635.0,0.24578
636.0,0.29178
637.0,0.33115
638.0,0.37226
639.0,0.4261
640.0,0.45436
641.0,0.18518
642.0,0.14719
643.0,0.24758
644.0,0.13946
645.0,0.09378
646.0,0.31767
647.0,0.35405
648.0,0.17021
649.0,0.15745
650.0,0.25605
651.0,0.33396
652.0,0.24855
653.0,0.083091
654.0,0.28
655.0,0.42946
656.0,0.35691
657.0,0.33973
658.0,0.35794
659.0,0.46003
660.0,0.21175
661.0,0.37235
662.0,0.44602
663.0,0.34108
664.0,0.39992
665.0,0.32656
666.0,0.15342
667.0,0.22263
668.0,0.34578
669.0,0.19796
670.0,0.11102
671.0,0.1571
672.0,0.13417
673.0,0.13078
674.0,0.12
675.0,0.14
676.0,0.15984
677.0,0.1
678.0,0.20217
679.0,0.11004
680.0,0.1906
681.0,0.11947
682.0,0.10947
683.0,0.10731
684.0,0.076361
685.0,0.16261
686.0,0.23406
687.0,0.1646
688.0,0.14717
689.0,0.22062
690.0,0.29557
691.0,0.10759
692.0,0.17661
693.0,0.27823
694.0,0.33775
695.0,0.19003
696.0,0.2127
697.0,0.3497
698.0,0.1892
699.0,0.20389
700.0,0.19065
701.0,0.19451
702.0,0.15409
703.0,0.15969
704.0,0.069207
705.0,0.21541
706.0,0.13999
707.0,0.10712
708.0,0.10656
709.0,0.13438
710.0,0.28467
711.0,0.19086
712.0,0.15435
713.0,0.23426
714.0,0.070608
715.0,0.16756
716.0,0.15107
717.0,0.06619
718.0,0.207
719.0,0.13
720.0,0.12319
721.0,0.06
722.0,0.047876
723.0,0.01511
724.0,0.023765
725.0,0.02
726.0,0.01
727.0,0.03
728.0,0.049894
729.0,0.01486
730.0,0.01
731.0,0.099997
732.0,0.0
