Time,PET
560.0,0.37702
561.0,0.44976
562.0,0.40874
563.0,0.3566
564.0,0.46181
565.0,0.47991
566.0,0.46788
567.0,0.313
568.0,0.24037
569.0,0.2848
570.0,0.42693
571.0,0.48463
572.0,0.49984
573.0,0.49179
574.0,0.40489
575.0,0.44458
576.0,0.46065
577.0,0.42459
578.0,0.5117
579.0,0.53909
580.0,0.55541
581.0,0.5483
582.0,0.46413
583.0,0.4428
584.0,0.45463
585.0,0.47876
586.0,0.48118
587.0,0.47705
588.0,0.4886
589.0,0.492
590.0,0.38006
591.0,0.22161
592.0,0.32061
593.0,0.37802
594.0,0.36699
595.0,0.352
596.0,0.334
597.0,0.35952
598.0,0.30254
599.0,0.42545
600.0,0.46977
601.0,0.37038
602.0,0.2958
603.0,0.31144
604.0,0.40881
605.0,0.47196
606.0,0.46824
607.0,0.54131
608.0,0.35576
609.0,0.35013
610.0,0.40471
611.0,0.40741
612.0,0.44999
613.0,0.51599
614.0,0.45913
615.0,0.37814
616.0,0.25371
617.0,0.21147
618.0,0.15041
619.0,0.23071
620.0,0.32913
621.0,0.26993
622.0,0.26089
623.0,0.33369
624.0,0.29175
625.0,0.29807
626.0,0.19805
627.0,0.13165
628.0,0.12252
629.0,0.14822
630.0,0.16194
631.0,0.24066
632.0,0.17015
633.0,0.15586
634.0,0.079572
635.0,0.204
636.0,0.29161
637.0,0.37454
638.0,0.15022
639.0,0.10875
640.0,0.10935
641.0,0.17163
642.0,0.21053
643.0,0.2006
644.0,0.2126
645.0,0.15275
646.0,0.056702
647.0,0.1259
648.0,0.13717
649.0,0.1026
650.0,0.074231
651.0,0.054009
652.0,0.073433
653.0,0.086281
654.0,0.12154
655.0,0.11933
656.0,0.051194
657.0,0.045891
658.0,0.043672
659.0,0.045546
660.0,0.036203
661.0,0.052009
662.0,0.091014
663.0,0.13641
664.0,0.066827
665.0,0.10183
666.0,0.20629
667.0,0.1588
668.0,0.17645
669.0,0.16085
670.0,0.12986
671.0,0.051512
672.0,0.025133
673.0,0.030056
674.0,0.021044
675.0,0.037839
676.0,0.040821
677.0,0.068155
678.0,0.14297
679.0,0.056039
680.0,0.050267
681.0,0.066519
682.0,0.044226
683.0,0.053371
684.0,0.036609
685.0,0.033705
686.0,0.038758
687.0,0.038827
688.0,0.037927
689.0,0.016748
690.0,0.021809
691.0,0.095337
692.0,0.16782
693.0,0.083402
694.0,0.048619
695.0,0.086315
696.0,0.040834
697.0,0.032591
698.0,0.021873
699.0,0.027867
700.0,0.024781
701.0,0.020835
702.0,0.021765
703.0,0.023808
704.0,0.027504
705.0,0.035794
706.0,0.088076
707.0,0.14196
708.0,0.13779
709.0,0.15133
710.0,0.14473
711.0,0.16543
712.0,0.090309
713.0,0.063963
714.0,0.072852
715.0,0.060176
716.0,0.038779
717.0,0.022975
718.0,0.016678
719.0,0.015021
720.0,0.034014
721.0,0.03356
722.0,0.019617
723.0,0.05444
724.0,0.054983
725.0,0.025514
726.0,0.027809
727.0,0.035747
728.0,0.017906
729.0,0.038476
730.0,0.030455
731.0,0.038473
732.0,0.0
