time,A1,A2,Soil
2020-04-08,5.058066592206501,4.926449729420711,4.57444233962115
2020-04-09,4.958671102570488,4.817927781775689,4.461132292732587
2020-04-10,4.859275612934475,4.709405834130667,4.347822245844023
2020-04-11,4.759880123298462,4.6008838864856445,4.23451219895546
2020-04-12,4.707446349421692,4.543845727463696,4.179061361635208
2020-04-13,4.624988330316862,4.456317090426767,4.079547445692713
2020-04-14,4.539428736564881,4.367847936549787,3.977286382790833
2020-04-15,4.456222890960465,4.279006962200266,3.879715743022609
2020-04-16,4.379627416704477,4.193488625236135,3.796265620645787
2020-04-17,4.324046611403809,4.1293236550895855,3.738335472275323
2020-04-18,4.300931501255654,4.10614460007572,3.7161318383326485
2020-04-19,4.248429627430553,4.046468080689425,3.656107846699201
2020-04-20,4.19592775360545,3.9867915613031295,3.596083855065752
2020-04-21,4.143425879780348,3.927115041916834,3.536059863432303
2020-04-22,4.090924005955246,3.8674385225305388,3.476035871798854
2020-04-23,4.057343008143989,3.828334931658911,3.435065223788185
2020-04-24,3.9937063828497226,3.75968117494288,3.346996818557691
2020-04-25,3.9427531012030794,3.702357659447066,3.2701242210513395
2020-04-26,3.8841964018455792,3.64476776578449,3.1985593293390084
2020-04-27,3.8222086848490466,3.5835560189750097,3.1156229027388775
2020-04-28,3.769923811130382,3.530449260850283,3.048781251193973
2020-04-29,3.718954503006816,3.4848421186811334,2.989672472490705
2020-04-30,3.6765244096206775,3.44243068104707,2.9336846787538384
2020-05-01,3.6457739087384677,3.4142500606448554,2.8928168455225927
2020-05-02,3.6435036617407315,3.401694963825281,2.9447152881887346
2020-05-03,3.641233414742998,3.389139867005708,2.9966137308548775
2020-05-04,3.6389631677452643,3.376584770186134,3.04851217352102
2020-05-05,3.636692920747528,3.3640296733665602,3.1004106161871623
2020-05-06,3.618387452610563,3.350557682198569,3.035812727632483
2020-05-07,3.579747404959035,3.3168575202185684,2.943222678170609
2020-05-08,3.5401697655792734,3.2805796674869283,2.86147214264955
2020-05-09,3.4952444829764544,3.2403539033892663,2.783956514848455
2020-05-10,3.451403278173219,3.2039060736563956,2.710711580799413
2020-05-11,3.4308001552743077,3.1847841983285106,2.7654979382414924
2020-05-12,3.8141668491284433,3.3317552430659925,4.180253718062057
2020-05-13,3.8061118981227624,3.331798466721799,4.1335728309265045
2020-05-14,3.798056947117082,3.3318416903776056,4.0868919437909526
2020-05-15,3.7900019961114007,3.3318849140334112,4.0402110566554
2020-05-16,3.7819470451057198,3.3319281376892174,3.993530169519847
2020-05-17,3.7738920941000393,3.331971361345024,3.9468492823842944
2020-05-18,3.765837143094358,3.3320145850008305,3.900168395248741
2020-05-19,3.757782192088677,3.332057808656637,3.8534875081131883
2020-05-20,3.7497272410829954,3.3321010323124423,3.806806620977636
2020-05-21,3.7416722900773145,3.332144255968249,3.7601257338420826
2020-05-22,3.7336173390716345,3.3321874796240554,3.7134448467065306
2020-05-23,3.7255623880659527,3.332230703279862,3.6667639595709773
2020-05-24,3.717507437060272,3.3322739269356676,3.620083072435425
2020-05-25,3.709452486054592,3.3323171505914737,3.5734021852998725
2020-05-26,3.70139753504891,3.3323603742472803,3.5267212981643192
2020-05-27,3.6933425840432292,3.332403597903087,3.4800404110287673
2020-05-28,3.6852876330375492,3.332446821558893,3.4333595238932144
2020-05-29,3.6772326820318666,3.3324900452146986,3.3866786367576616
2020-05-30,3.6691777310261866,3.332533268870505,3.339997749622109
2020-05-31,3.6611227800205066,3.3325764925263117,3.2933168624865568
2020-06-01,3.653067829014824,3.3326197161821174,3.246635975351004
2020-06-02,3.645012878009144,3.332662939837924,3.199955088215451
2020-06-03,3.636957927003464,3.33270616349373,3.153274201079899
2020-06-04,3.6289029759977813,3.3327493871495366,3.106593313944346
2020-06-05,3.6208480249921013,3.3327926108053427,3.0599124268087925
2020-06-06,3.6127930739864205,3.3328358344611493,3.0132315396732405
2020-06-07,3.6047381229807387,3.332879058116956,2.9665506525376872
2020-06-08,3.5966831719750587,3.3329222817727615,2.919869765402135
2020-06-09,3.588628220969378,3.332965505428567,2.873188878266582
2020-06-10,3.580573269963696,3.3330087290843737,2.826507991131029
2020-06-11,3.546364419381836,3.3023176770386975,2.7802798466277574
2020-06-12,3.519876632654871,3.281416254168977,2.743978345761273
2020-06-13,3.475385993416883,3.2401194404043157,2.686455765384098
2020-06-14,3.4308953541788947,3.1988226266396538,2.6289331850069217
2020-06-15,3.386404714940906,3.157525812874992,2.5714106046297465
2020-06-16,3.3419140757029178,3.116228999110331,2.513888024252571
2020-06-17,3.2932304442096876,3.0771008024913744,2.458440803926044
2020-06-18,3.2400226191806443,3.024074611280673,2.389599797138874
2020-06-19,3.1878596757525246,2.9773205721139764,2.323217890174387
2020-06-20,3.1379682624527,2.9309369637824867,2.255949722136943
2020-06-21,3.087464220792397,2.883780524624074,2.1909791580607574
2020-06-22,3.034613758997037,2.835315016157222,2.123126780996502
2020-06-23,2.9730316363731406,2.7815080217093744,2.049202457734962
2020-06-24,2.9143324068386756,2.7241076735787626,1.9729483632971803
2020-06-25,2.8481101854195456,2.6637033578900207,1.891940126573111
2020-06-26,2.7776810519076176,2.6000079093907194,1.8124207740241993
2020-06-27,2.7144564491486842,2.5374842526221375,1.734016029170279
2020-06-28,2.655372159844704,2.4840599578472586,1.6628258692810345
2020-06-29,2.5939474024313407,2.4260669774405272,1.5956874099663625
2020-06-30,2.529910156759022,2.3645298534272525,1.5329437231041085
2020-07-01,2.471759717779985,2.309660210582335,1.4755896508169233
2020-07-02,2.4118085475145437,2.2563326652565237,1.4202023458047977
2020-07-03,2.358826113736464,2.204270364302534,1.365828331293529
2020-07-04,2.3029675267029055,2.151008078687896,1.3142940201749556
2020-07-05,2.247444646275784,2.098663035600084,1.2643923313053365
2020-07-06,2.1985705167090224,2.0551228312973944,1.2225777068125006
