Time,PET
211.0,0.80391
212.0,0.64524
213.0,0.53635
214.0,0.50196
215.0,0.50892
216.0,0.46408
217.0,0.41547
218.0,0.47291
219.0,0.5182
220.0,0.60239
221.0,0.49802
222.0,0.46831
223.0,0.53283
224.0,0.56511
225.0,0.47
226.0,0.59968
227.0,0.60335
228.0,0.59579
229.0,0.61245
230.0,0.61577
231.0,0.57985
232.0,0.49765
233.0,0.55959
234.0,0.64432
235.0,0.69409
236.0,0.47758
237.0,0.51684
238.0,0.46197
239.0,0.60864
240.0,0.73759
241.0,0.67634
242.0,0.58288
243.0,0.55739
244.0,0.50802
245.0,0.42397
246.0,0.17554
247.0,0.47741
248.0,0.48938
249.0,0.52019
250.0,0.5099
251.0,0.58648
252.0,0.57661
253.0,0.59659
254.0,0.60162
255.0,0.52792
256.0,0.48164
257.0,0.43574
258.0,0.43233
259.0,0.52246
260.0,0.48923
261.0,0.48147
262.0,0.30141
263.0,0.41689
264.0,0.43429
265.0,0.47768
266.0,0.31731
267.0,0.39958
268.0,0.45
269.0,0.48769
270.0,0.4444
271.0,0.42186
272.0,0.41605
273.0,0.46749
274.0,0.4879
275.0,0.4074
276.0,0.44712
277.0,0.45235
278.0,0.50041
279.0,0.37748
280.0,0.45742
281.0,0.28937
282.0,0.37118
283.0,0.51753
284.0,0.41699
285.0,0.38467
286.0,0.39185
287.0,0.37572
288.0,0.39106
289.0,0.25558
290.0,0.34863
291.0,0.37144
292.0,0.39623
293.0,0.38198
294.0,0.35154
295.0,0.37437
296.0,0.40538
297.0,0.35002
298.0,0.47152
299.0,0.42736
300.0,0.35146
301.0,0.34405
302.0,0.32463
303.0,0.30821
304.0,0.35828
305.0,0.41327
306.0,0.3233
307.0,0.3
308.0,0.37337
309.0,0.37846
310.0,0.36026
311.0,0.32441
312.0,0.38
313.0,0.25501
314.0,0.33276
315.0,0.27703
316.0,0.4667
317.0,0.39804
318.0,0.19671
319.0,0.22992
320.0,0.28615
321.0,0.25336
322.0,0.26591
323.0,0.2671
324.0,0.4611
325.0,0.37708
326.0,0.33541
327.0,0.35043
328.0,0.23
329.0,0.19048
330.0,0.26623
331.0,0.31231
332.0,0.28647
333.0,0.32986
334.0,0.34567
335.0,0.29266
336.0,0.25806
337.0,0.29441
338.0,0.25395
339.0,0.10726
340.0,0.068206
341.0,0.22894
342.0,0.15494
343.0,0.22415
344.0,0.2
345.0,0.22
346.0,0.19992
347.0,0.19934
348.0,0.089126
349.0,0.05
350.0,0.20519
351.0,0.14495
352.0,0.2244
353.0,0.27579
354.0,0.060379
355.0,0.084594
356.0,0.14569
357.0,0.25623
358.0,0.27
359.0,0.18694
360.0,0.2614
361.0,0.092206
362.0,0.18354
363.0,0.17689
364.0,0.27043
365.0,0.27977
366.0,0.1381
367.0,0.11832
368.0,0.15429
369.0,0.25017
370.0,0.18838
371.0,0.20352
372.0,0.084759
373.0,0.072237
374.0,0.18547
375.0,0.20008
376.0,0.21267
377.0,0.28989
378.0,0.2609
379.0,0.21
380.0,0.21305
381.0,0.20033
382.0,0.28555
383.0,0.32087
384.0,0.30346
385.0,0.27595
386.0,0.29138
387.0,0.18362
388.0,0.17146
389.0,0.26834
390.0,0.28707
391.0,0.34008
392.0,0.27286
393.0,0.28002
394.0,0.27071
395.0,0.31837
396.0,0.31876
397.0,0.39796
398.0,0.35
399.0,0.32045
400.0,0.19479
401.0,0.24027
402.0,0.15158
403.0,0.27404
404.0,0.35614
405.0,0.23041
406.0,0.2518
407.0,0.27779
408.0,0.40773
409.0,0.32481
410.0,0.36481
411.0,0.31837
412.0,0.30202
413.0,0.3621
414.0,0.37967
415.0,0.18248
416.0,0.30374
417.0,0.34997
418.0,0.33103
419.0,0.27435
420.0,0.35728
421.0,0.38109
422.0,0.44368
423.0,0.34064
424.0,0.34804
425.0,0.35779
426.0,0.43922
427.0,0.29872
428.0,0.3905
429.0,0.37997
430.0,0.37193
431.0,0.35942
432.0,0.44323
433.0,0.40753
434.0,0.43017
435.0,0.51125
436.0,0.37799
437.0,0.15342
438.0,0.069975
439.0,0.25354
440.0,0.31
441.0,0.32985
442.0,0.3836
443.0,0.40091
444.0,0.40854
445.0,0.41942
446.0,0.63299
447.0,0.4538
448.0,0.4192
449.0,0.42979
450.0,0.46896
451.0,0.46062
452.0,0.47802
453.0,0.53054
454.0,0.46977
455.0,0.45744
456.0,0.5401
457.0,0.56714
458.0,0.5788
459.0,0.40244
460.0,0.54892
461.0,0.28293
462.0,0.42607
463.0,0.49631
464.0,0.40907
465.0,0.46858
466.0,0.48804
467.0,0.48903
468.0,0.46316
469.0,0.48116
470.0,0.50838
471.0,0.55663
472.0,0.53123
473.0,0.51961
474.0,0.41502
475.0,0.41017
476.0,0.50574
477.0,0.63067
478.0,0.66359
479.0,0.54381
480.0,0.24094
481.0,0.50579
482.0,0.54022
483.0,0.56105
484.0,0.64972
485.0,0.71152
486.0,0.72293
487.0,0.46428
488.0,0.65523
489.0,0.68195
490.0,0.34434
491.0,0.29943
492.0,0.63878
493.0,0.58629
494.0,0.65431
495.0,0.71265
496.0,0.75383
497.0,0.82742
498.0,0.67412
499.0,0.33327
500.0,0.57167
501.0,0.62834
502.0,0.7247
503.0,0.78057
504.0,0.67466
505.0,0.66129
506.0,0.62963
507.0,0.49705
508.0,0.35774
509.0,0.21809
510.0,0.26912
511.0,0.55496
512.0,0.67799
513.0,0.75619
514.0,0.70297
515.0,0.69526
516.0,0.50804
517.0,0.46698
518.0,0.4387
519.0,0.5448
520.0,0.63673
521.0,0.60387
522.0,0.41317
523.0,0.36747
524.0,0.20423
525.0,0.57684
526.0,0.68262
527.0,0.68589
528.0,0.56899
529.0,0.5171
530.0,0.51307
531.0,0.66154
532.0,0.67701
533.0,0.62435
534.0,0.62554
535.0,0.60504
536.0,0.54827
537.0,0.3208
538.0,0.4569
539.0,0.47992
540.0,0.67494
541.0,0.49874
542.0,0.40799
543.0,0.4791
544.0,0.4809
545.0,0.55569
546.0,0.51453
547.0,0.40396
548.0,0.57104
549.0,0.47771
550.0,0.44799
551.0,0.76008
552.0,0.65821
553.0,0.6712
554.0,0.74318
555.0,0.63471
556.0,0.5362
557.0,0.47848
558.0,0.52449
559.0,0.59492
560.0,0.6872
561.0,0.65499
562.0,0.61856
563.0,0.45828
564.0,0.46398
565.0,0.57951
566.0,0.56486
567.0,0.63942
568.0,0.65003
569.0,0.65245
570.0,0.5734
571.0,0.50538
572.0,0.37278
573.0,0.55293
574.0,0.62712
575.0,0.59626
576.0,0.40896
577.0,0.61505
578.0,0.66957
579.0,0.65619
580.0,0.57416
581.0,0.51565
582.0,0.45245
583.0,0.57898
584.0,0.56314
585.0,0.60428
586.0,0.3703
587.0,0.28524
588.0,0.47795
589.0,0.48759
590.0,0.42986
591.0,0.48293
592.0,0.3997
593.0,0.62583
594.0,0.64509
595.0,0.57052
596.0,0.6535
597.0,0.65
598.0,0.64648
599.0,0.47577
600.0,0.48838
601.0,0.60346
602.0,0.60986
603.0,0.46086
604.0,0.5007
605.0,0.54496
606.0,0.44723
607.0,0.35721
608.0,0.24364
609.0,0.48817
610.0,0.46128
611.0,0.46718
612.0,0.5171
613.0,0.48595
614.0,0.47666
615.0,0.43505
616.0,0.52274
617.0,0.58916
618.0,0.6696
619.0,0.28167
620.0,0.22434
621.0,0.23034
622.0,0.45332
623.0,0.35793
624.0,0.40795
625.0,0.37994
626.0,0.48813
627.0,0.48689
628.0,0.44246
629.0,0.44977
630.0,0.38031
631.0,0.42379
632.0,0.39801
633.0,0.46121
634.0,0.49078
635.0,0.46999
636.0,0.43915
637.0,0.45758
638.0,0.46867
639.0,0.35713
640.0,0.49355
641.0,0.41935
642.0,0.46088
643.0,0.4889
644.0,0.44155
645.0,0.38957
646.0,0.40947
647.0,0.37064
648.0,0.36183
649.0,0.31045
650.0,0.34526
651.0,0.36495
652.0,0.34104
653.0,0.33636
654.0,0.36472
655.0,0.25023
656.0,0.39114
657.0,0.41865
658.0,0.40664
659.0,0.37527
660.0,0.38419
661.0,0.36143
662.0,0.16762
663.0,0.35645
664.0,0.32493
665.0,0.33893
666.0,0.34579
667.0,0.2732
668.0,0.18655
669.0,0.36432
670.0,0.31912
671.0,0.31915
672.0,0.24424
673.0,0.25179
674.0,0.27888
675.0,0.26072
676.0,0.3023
677.0,0.32552
678.0,0.18604
679.0,0.05
680.0,0.28008
681.0,0.27355
682.0,0.12037
683.0,0.20454
684.0,0.23336
685.0,0.20647
686.0,0.2576
687.0,0.28319
688.0,0.29553
689.0,0.19972
690.0,0.23827
691.0,0.1688
692.0,0.21367
693.0,0.11917
694.0,0.17954
695.0,0.23467
696.0,0.25406
697.0,0.28337
698.0,0.22163
699.0,0.16524
700.0,0.18845
701.0,0.20247
702.0,0.15391
703.0,0.12178
704.0,0.23167
705.0,0.29305
706.0,0.10041
707.0,0.10189
708.0,0.059996
709.0,0.090698
710.0,0.20527
711.0,0.26239
712.0,0.28893
713.0,0.23467
714.0,0.263
715.0,0.15292
716.0,0.14518
717.0,0.16054
718.0,0.14506
719.0,0.25119
720.0,0.18835
721.0,0.15646
722.0,0.16174
723.0,0.30535
724.0,0.097332
725.0,0.21204
726.0,0.22839
727.0,0.13571
728.0,0.24373
729.0,0.18579
730.0,0.2
731.0,0.19578
732.0,0.0
