time,Soil,A1,A2
2018-10-01,0.14020567378650778,0.1154825557984267,0.08918145851379713
2018-10-02,0.21489914590210007,0.16034523136513235,0.08985022030393557
2018-10-03,0.26533946140697506,0.16123814452525842,0.0974905749436271
2018-10-04,0.255565326853291,0.12981262230434118,0.11022504674290581
2018-10-05,0.22221629821101954,0.10225050152846199,0.20558130995656482
2018-10-06,0.265405221662227,0.12018554290455447,0.19656975031341273
2018-10-07,0.2829087416124796,0.1142025084842522,0.23104540604401447
2018-10-08,0.3288245983549535,0.10071156005660274,0.2279244360043614
2018-10-09,0.32265240881752205,0.09825917449299015,0.23375540707993486
2018-10-10,0.2987440927170598,0.08992624946809377,0.24365244225390792
2018-10-11,0.30839895239203663,0.09776537638759711,0.20455338413620527
2018-10-12,0.39985316136377924,0.09678855086998307,0.17528906818897774
2018-10-13,0.2989795910138042,0.09879533057672729,0.16834847743327483
2018-10-14,0.3208918199385908,0.10111234235897298,0.1778955825932549
2018-10-15,0.2879186367304667,0.10865502729272151,0.14106404078930526
2018-10-16,0.30009441149425004,0.0811909169669869,0.12225597426535958
2018-10-17,0.3490005451738329,0.0982504747606952,0.13125945483045612
2018-10-18,0.3417584981266676,0.11086128355787112,0.12966257537907583
2018-10-19,0.41108047745937515,0.11721901542124769,0.1649233043676822
2018-10-20,0.3015568052515689,0.11871802520265952,0.1483720704740798
2018-10-21,0.35930458656491226,0.1077953667173257,0.18407576354875904
2018-10-22,0.26739913721059505,0.10622381686536411,0.15641541085201024
2018-10-23,0.40787702030867734,0.08914120311682586,0.1378287059860228
2018-10-24,0.37404620116146586,0.08986440491394905,0.22121301063246557
2018-10-25,0.2793526204789316,0.09964189684592556,0.20413970431306572
2018-10-26,0.30798976994060234,0.11501871876678937,0.17975237903170688
2018-10-27,0.38029329365696873,0.14680977260381747,0.2201447355216995
2018-10-28,0.2827008689551872,0.1784579461090807,0.19856130806534697
2018-10-29,0.307709329564513,0.1507771215557419,0.18666991557181767
2018-10-30,0.307710775830896,0.07825412269758938,0.15420435686804235
2018-10-31,0.36044943232555626,0.12382281477388135,0.18077143421525738
2018-11-01,0.35648896990502854,0.0973090039624645,0.2688206455173209
2018-11-02,0.33334667253850564,0.11348634826974978,0.23105084500635187
2018-11-03,0.28199999901686157,0.11500018155889272,0.20273289424784233
2018-11-04,0.3134888313364248,0.11723861402820385,0.19170310458089557
2018-11-05,0.31108305108567813,0.08774311956436853,0.2298460148281224
2018-11-06,0.258856175816512,0.07698116961099505,0.17627254707656154
2018-11-07,0.26036724812022566,0.08722030891843066,0.12906162573740115
2018-11-08,0.2295433087078013,0.0840763765397312,0.14565505727106373
2018-11-09,0.29221981504550143,0.02709719831980413,0.15022467163658124
2018-11-10,0.3582555749141261,0.021679223603523073,0.14050001964456857
2018-11-11,0.4137950762342737,0.0,0.1593018221759427
2018-11-12,0.2993119712277955,0.02622477288518653,0.13881109124006513
2018-11-13,0.31365251036574365,0.06421797921636857,0.14811838421541
2018-11-14,0.3129343018936022,0.048253547565420246,0.11040102057749146
2018-11-15,0.2957947150245766,0.036331446781859886,0.11159245894300235
2018-11-16,0.3132402310460056,0.0317757740319505,0.15014538600773913
2018-11-17,0.2874043756850129,0.05830532615828318,0.09247847381272703
2018-11-18,0.3447908293164196,0.04402340158419783,0.10073702639852575
2018-11-19,0.33778939734406943,0.05573796863123507,0.12910125493368602
2018-11-20,0.31598356387796744,0.020147224428888492,0.13698832533640506
2018-11-21,0.3878496226291592,0.09191403502433029,0.23765514890556072
2018-11-22,0.5446233625927794,0.17805904659506766,0.2840007165926075
2018-11-23,1.6506056757128624,0.3822967357139403,3.0854992217511192
2018-11-24,1.6320661465699886,0.43259137056278885,2.9659711205187245
2018-11-25,1.7375474999787974,0.3883857860753841,2.0181634475348553
2018-11-26,1.75492816338919,0.39056883503255646,1.934737240630748
2018-11-27,2.2447433035126525,0.5790132077782741,4.1175084137320175
2018-11-28,2.402878812978165,0.6689117037670648,3.7779178811899543
2018-11-29,2.8973723165089433,0.8313957915439227,4.760285761245804
2018-11-30,2.667820152558213,0.7945467874508294,4.0625206996525325
2018-12-01,3.172893020466809,0.9811079844982302,4.811682601443145
2018-12-02,2.8645660791825756,0.959176640084107,3.9381522178314974
2018-12-03,2.7954434291518777,0.9099298835223948,3.6982595423545552
2018-12-04,2.6984106294836243,0.9236553236202925,3.636561732627515
2018-12-05,2.608811436380478,0.9405357341175042,3.527689122317974
2018-12-06,2.67184938866568,0.9901684775297911,3.4086820913267823
2018-12-07,2.6179339437172926,1.0168518590286948,3.3168607009434914
2018-12-08,2.548892893175635,1.0079910629255482,3.3475848000540225
2018-12-09,2.8761859963782124,1.156485411166656,3.782906841253662
2018-12-10,3.1722113797336697,1.3334323446628686,4.568003727458368
2018-12-11,3.02660025479362,1.2859296568978695,4.1878706377699775
2018-12-12,3.0718887597249163,1.3125347166144503,3.996137598597998
2018-12-13,3.0707626954105653,1.353698816813539,3.7220261940038504
2018-12-14,3.274763019909055,1.5255973442948894,4.423059038117646
2018-12-15,3.360259267244002,1.5756497110387198,4.471404423458795
2018-12-16,3.7910868617607743,1.8537033662215294,5.3501653489992
2018-12-17,3.4091121359996874,1.8977921102470945,4.799302476461481
2018-12-18,3.543992508056502,2.0732082800081457,5.3716934306115665
2018-12-19,3.391254044865808,2.1397230946240273,4.910137661467257
2018-12-20,3.352871087156128,2.2401421658734737,4.791651714873597
2018-12-21,3.5706662359183445,2.3991130645999355,4.945552191128825
2018-12-22,3.441409481780435,2.3588398931180485,4.453461571186283
2018-12-23,3.672561716446946,2.5220882639842546,4.466671407340969
2018-12-24,3.852590398992954,2.9123383704949197,5.3739037169061605
2018-12-25,3.7101868903665323,2.756368561038375,4.861089772757093
2018-12-26,3.5307605285641355,2.684452176699088,4.471708606219918
2018-12-27,3.5162208508516875,2.6691665337651216,4.254063753280219
2018-12-28,3.4413285926534423,2.669971241360126,4.163100701072804
2018-12-29,3.4084586599878235,2.653789029438735,4.0571672605879545
2018-12-30,3.3585234989379824,2.6764097814974916,3.9606211007666055
2018-12-31,3.353958828402126,2.6869582969900065,3.8608768166425
2019-01-01,3.389280226172154,2.6983192843116783,3.8951612747178714
2019-01-02,3.4381774855842107,2.720131227350054,3.7519835205424905
2019-01-03,3.3930702553900116,2.70072798094027,3.7371595565357056
2019-01-04,3.33395163740631,2.724149643815899,3.717108529244804
2019-01-05,3.9524140220038575,3.087839697716122,4.573230883796638
2019-01-06,4.422290425566169,3.440971563107147,5.337216347618524
2019-01-07,3.817440776013993,3.222417994622617,4.798351550249609
2019-01-08,4.029210950774575,3.298218095397859,4.821160434969641
2019-01-09,4.747521416651477,3.7715639497989235,5.6314200939948105
2019-01-10,3.9713230925996,3.546579062409638,5.117398897424415
2019-01-11,3.7069200526635857,3.3793217003248492,4.728569151049776
2019-01-12,3.5834955201664083,3.3971472780686494,4.605237346675272
2019-01-13,3.497060750723914,3.3243776872214124,4.458843920171323
2019-01-14,3.4723750598608625,3.287981531454948,4.2731740394439885
2019-01-15,4.010229524596269,3.644866638088028,4.490104210173786
2019-01-16,4.406029379856264,4.04901542801204,5.457238769799325
2019-01-17,4.6423188600959024,4.151013625774208,5.35563217049845
