Time,vRoot
1.0,0.04
2.0,0.07
3.0,0.03
4.0,0.03
5.0,0.081391
6.0,0.053191
7.0,0.05
8.0,0.03
9.0,0.02
10.0,0.000609
11.0,0.009458
12.0,0.01
13.0,0.01
14.0,0.04
15.0,0.01
16.0,0.0
17.0,0.0
18.0,0.01
19.0,0.01
20.0,0.03
21.0,0.03
22.0,0.01
23.0,0.037882
24.0,0.04
25.0,0.039726
26.0,0.028471
27.0,0.089041
28.0,0.01
29.0,0.049185
30.0,0.12752
31.0,0.030991
32.0,0.01
33.0,0.01
34.0,0.01
35.0,0.021513
36.0,0.01
37.0,0.01
38.0,0.01
39.0,0.01
40.0,0.01
41.0,0.13
42.0,0.16764
43.0,0.17
44.0,0.16
45.0,0.15
46.0,0.02
47.0,0.05308
48.0,0.19651
49.0,0.26225
50.0,0.18692
51.0,0.17468
52.0,0.14922
53.0,0.14
54.0,0.040069
55.0,0.02
56.0,0.02
57.0,0.02
58.0,0.051463
59.0,0.063727
60.0,0.08
61.0,0.07
62.0,0.08575
63.0,0.074182
64.0,0.083751
65.0,0.11585
66.0,0.25743
67.0,0.28088
68.0,0.23466
69.0,0.09
70.0,0.14349
71.0,0.26487
72.0,0.3146
73.0,0.18053
74.0,0.13996
75.0,0.16086
76.0,0.06
77.0,0.12169
78.0,0.077603
79.0,0.13
80.0,0.15365
81.0,0.15577
82.0,0.14733
83.0,0.18848
84.0,0.19603
85.0,0.22267
86.0,0.16269
87.0,0.10079
88.0,0.22
89.0,0.32755
90.0,0.092296
91.0,0.10481
92.0,0.13021
93.0,0.12
94.0,0.15868
95.0,0.13021
96.0,0.19885
97.0,0.099583
98.0,0.14057
99.0,0.053174
100.0,0.17898
101.0,0.29956
102.0,0.18011
103.0,0.24016
104.0,0.2573
105.0,0.50693
106.0,0.55498
107.0,0.55162
108.0,0.52137
109.0,0.36012
110.0,0.28533
111.0,0.35404
112.0,0.22858
113.0,0.30274
114.0,0.33174
115.0,0.069223
116.0,0.086781
117.0,0.25905
118.0,0.40919
119.0,0.33697
120.0,0.34685
121.0,0.3516
122.0,0.35012
123.0,0.34788
124.0,0.36344
125.0,0.29045
126.0,0.44971
127.0,0.63772
128.0,0.41161
129.0,0.43719
130.0,0.50837
131.0,0.22643
132.0,0.22597
133.0,0.27071
134.0,0.1704
135.0,0.15
136.0,0.34788
137.0,0.29957
138.0,0.36261
139.0,0.43752
140.0,0.49372
141.0,0.46159
142.0,0.54267
143.0,0.64109
144.0,0.71405
145.0,0.44365
146.0,0.46112
147.0,0.38627
148.0,0.32817
149.0,0.31537
150.0,0.35904
151.0,0.54788
152.0,0.37031
153.0,0.42705
154.0,0.30961
155.0,0.3795
156.0,0.26604
157.0,0.38681
158.0,0.32065
159.0,0.33426
160.0,0.43702
161.0,0.51552
162.0,0.43758
163.0,0.49476
164.0,0.50998
165.0,0.2758
166.0,0.43361
167.0,0.31281
168.0,0.41214
169.0,0.5174
170.0,0.53866
171.0,0.63763
172.0,0.47032
173.0,0.50895
174.0,0.4718
175.0,0.34527
176.0,0.56603
177.0,0.56221
178.0,0.58228
179.0,0.32509
180.0,0.39848
181.0,0.48024
182.0,0.32418
183.0,0.45797
184.0,0.43486
185.0,0.48788
186.0,0.55578
187.0,0.49795
188.0,0.46017
189.0,0.27674
190.0,0.23459
191.0,0.45677
192.0,0.25618
193.0,0.41372
194.0,0.49074
195.0,0.57597
196.0,0.21147
197.0,0.36886
198.0,0.49931
199.0,0.44848
200.0,0.49732
201.0,0.57137
202.0,0.51886
203.0,0.35759
204.0,0.55698
205.0,0.481
206.0,0.42139
207.0,0.51049
208.0,0.5578
209.0,0.18938
210.0,0.2176
211.0,0.42249
212.0,0.35015
213.0,0.36565
214.0,0.48866
215.0,0.34906
216.0,0.43596
217.0,0.24054
218.0,0.39946
219.0,0.42859
220.0,0.39797
221.0,0.45492
222.0,0.45006
223.0,0.43133
224.0,0.27031
225.0,0.22218
226.0,0.33732
227.0,0.35187
228.0,0.38846
229.0,0.388
230.0,0.40384
231.0,0.45049
232.0,0.23397
233.0,0.0924
234.0,0.32607
235.0,0.4332
236.0,0.47232
237.0,0.2702
238.0,0.42061
239.0,0.31053
240.0,0.20061
241.0,0.3651
242.0,0.39848
243.0,0.29965
244.0,0.32262
245.0,0.24453
246.0,0.34511
247.0,0.38418
248.0,0.41499
249.0,0.31827
250.0,0.16915
251.0,0.20888
252.0,0.3018
253.0,0.22579
254.0,0.22215
255.0,0.37298
256.0,0.44779
257.0,0.27015
258.0,0.28441
259.0,0.26784
260.0,0.23515
261.0,0.17277
262.0,0.3473
263.0,0.25099
264.0,0.22923
265.0,0.20816
266.0,0.17479
267.0,0.23919
268.0,0.2473
269.0,0.13747
270.0,0.19217
271.0,0.11859
272.0,0.17293
273.0,0.24201
274.0,0.27159
275.0,0.16788
276.0,0.21169
277.0,0.23761
278.0,0.27106
279.0,0.1699
280.0,0.20912
281.0,0.13005
282.0,0.1901
283.0,0.15844
284.0,0.35491
285.0,0.18516
286.0,0.04
287.0,0.175
288.0,0.23644
289.0,0.05
290.0,0.22961
291.0,0.094302
292.0,0.16859
293.0,0.18304
294.0,0.11553
295.0,0.11332
296.0,0.14998
297.0,0.10021
298.0,0.12
299.0,0.10591
300.0,0.04037
301.0,0.0691
302.0,0.089192
303.0,0.059976
304.0,0.068681
305.0,0.158
306.0,0.14306
307.0,0.11475
308.0,0.0878
309.0,0.19237
310.0,0.18845
311.0,0.2362
312.0,0.1954
313.0,0.079637
314.0,0.17228
315.0,0.29914
316.0,0.08
317.0,0.22042
318.0,0.21026
319.0,0.057838
320.0,0.055824
321.0,0.10148
322.0,0.11508
323.0,0.057182
324.0,0.082011
325.0,0.059982
326.0,0.033191
327.0,0.069638
328.0,0.04
329.0,0.030364
330.0,0.04
331.0,0.04
332.0,0.057997
333.0,0.029604
334.0,0.010001
335.0,0.03
336.0,0.030035
337.0,0.04
338.0,0.04
339.0,0.05
340.0,0.06791
341.0,0.029726
342.0,0.040811
343.0,0.020399
344.0,0.03
345.0,0.02
346.0,0.01
347.0,0.0
348.0,0.01
349.0,0.010847
350.0,0.029994
351.0,0.019334
352.0,0.0
353.0,0.012006
354.0,0.07797
355.0,0.12998
356.0,0.060889
357.0,0.11203
358.0,0.071421
359.0,0.054561
360.0,0.099342
361.0,0.080253
362.0,0.01
363.0,0.06
364.0,0.05925
365.0,0.030847
366.0,0.01
367.0,0.06
368.0,0.079976
369.0,0.020725
370.0,0.01
371.0,0.01
372.0,0.013559
373.0,0.017147
374.0,0.030542
375.0,0.059023
376.0,0.02036
377.0,0.02
378.0,0.030155
379.0,0.02
380.0,0.05
381.0,0.06855
382.0,0.031693
383.0,0.079995
384.0,0.14708
385.0,0.13219
386.0,0.072521
387.0,0.07
388.0,0.064528
389.0,0.07
390.0,0.07056
391.0,0.073067
