,A1,A2,A3,A4,A5,A6,A7,A8,A9,Rivendell_WY_Rain_mm,well_10_adjust,well_07_adjust,PET_mmd
2017-02-11,0.8424687770424044,0.9398410200236615,0.8344204900846861,0.810176127740465,0.5300813693540221,0.7358033980305599,0.5718862389023356,0.8373654390680876,0.7451031881764651,2650.3799896854907,-13.06926872473313,-5.928064322497086,1.4672226438477096
2017-02-12,0.8477845253111672,0.9491978831938537,0.8367517183758768,0.8130085682161539,0.5233654521836413,0.7004236447464833,0.5281216991818385,0.8230501053979735,0.7284373766325051,2650.3799896854907,-13.12000463387476,-6.015257347347266,1.7076265794823058
2017-02-13,0.8397220594298871,0.9426743690391963,0.8377754123947054,0.8182333858779711,0.5219907413544339,0.6931212736358994,0.5340942652160033,0.8180204816630877,0.7255262753437518,2650.3799896854907,-13.055771169537325,-5.913817212278895,1.7292384149643076
2017-02-14,0.8498318406953613,0.9412457796844179,0.8383103274249829,0.8150016164595126,0.5258912182922653,0.6955178916794982,0.5411098610587743,0.8154023169948671,0.7220349956107959,2650.3799896854907,-13.133113041487851,-6.025124034730642,1.988815169342045
2017-02-15,0.8426715049475686,0.9430298837682692,0.8346050342515938,0.8210273000889037,0.5187030727061364,0.694507063145836,0.5345049252120184,0.8173658585979708,0.7209272403298056,2650.3799896854907,-13.765050174729732,-7.495197372199046,1.6519179118755167
2017-02-16,0.8311415861903193,0.9513447736620522,0.8377840616645904,0.8253325718987625,0.5130246634744735,0.6917997124647537,0.5077348405031612,0.8220586553709266,0.7215705161893732,2744.351989807561,-14.140046786918957,-8.126167273839012,1.325481041013852
2017-02-17,0.845593623180384,0.9437179246493591,0.8361183844340772,0.8291080387090041,0.5146531248261017,0.7059908727156616,0.5048710411322546,0.8245695951112837,0.7239713417454624,2752.712989868596,-13.974343337237434,-7.729216912958862,0.8710720518508225
2017-02-18,0.8572428441813924,0.9497441169158147,0.8455462281682059,0.8220312418215183,0.5194850632484137,0.7136704729321395,0.5354610284485681,0.8250415337358187,0.7230780117509947,2782.784990372136,-13.429375983677314,-7.101475418028287,0.9125559645418152
2017-02-19,0.8497961580735368,0.9514417023531696,0.8469139398862988,0.8205777605712474,0.5217847449758846,0.7396861545146497,0.5477920376658914,0.8292795631164007,0.7314161238220751,2798.4909907002,-12.853325788065504,-5.882326713760615,1.3693620298923959
2017-02-20,0.8444244859927106,0.939535514511334,0.8475936581333049,0.8250283060572838,0.5228104648959768,0.752857729476497,0.5440711408108242,0.8345122616510623,0.7361065040762126,2858.331990303472,-13.263114123099191,-5.38819335935019,0.8648532900599616
2017-02-21,0.8484889212586724,0.9493177754869834,0.8523778918389927,0.8312865243898748,0.5345777487942689,0.7361249389780691,0.5915809600452449,0.8366982277671724,0.7334610769431373,2960.7959871906787,-13.344493657632103,-5.083022222315866,1.1771177460772488
2017-02-22,0.8522755166699519,0.9566776444484161,0.8583710345694823,0.8272707085830823,0.538272683297816,0.7274541430862097,0.6029037251590686,0.8359590370658345,0.7416360125968507,2972.185987534001,-12.31798036971816,-4.3237492386038765,1.187184657174012
2017-02-23,0.8558814987192405,0.9507897647855424,0.8610663397085139,0.8303824586050361,0.5359628432855648,0.7308537594972997,0.5855111475345495,0.8354483990148397,0.7387221642267029,2977.7049875874072,-12.563181216646106,-4.398157346231509,1.2030731576061793
2017-02-24,0.8388588486607889,0.9550286383505504,0.8574364360520544,0.8247545040243776,0.5297418400438836,0.7106901650076118,0.5591189709449281,0.8347315380128986,0.7331367728947524,2977.7049875874072,-13.420086931916623,-5.240033914191555,1.3814357362097998
2017-02-25,0.8531885571881473,0.9508060941395451,0.8615347660563963,0.8248891725206293,0.5323904669670776,0.7166732926707142,0.5741054403635479,0.8355327231413153,0.726294758751838,2985.307987751439,-13.767968229437034,-6.231301317866838,1.343001702724548
2017-02-26,0.836885647528522,0.954550809180743,0.8621329931870163,0.833043217734879,0.5267401919955289,0.7108785146421224,0.5595747365505235,0.8348465781707975,0.72852769298561,2985.307987751439,-13.979961658791684,-6.891419665137838,1.1478639001258368
2017-02-27,0.8575336035460865,0.952024064363638,0.8624708254319411,0.8255869007116463,0.5293877171916961,0.7304286228051498,0.5723609777892209,0.8370966374814324,0.7282931779086949,2992.148987831548,-14.00975773287492,-7.081577434636364,1.4447554862204495
2017-02-28,0.8474050830853392,0.954216854454585,0.8640778699297236,0.8265845660042388,0.53472567823976,0.7137160941899633,0.5827516472643246,0.8359234770527846,0.7257367188843764,2993.282987775281,-14.150302583797007,-7.228516287390164,1.5688878029860103
2017-03-01,0.8530357580358906,0.9564662604290128,0.8730652024142104,0.8329770659762271,0.5435242634887927,0.7129639198054118,0.5928084685988773,0.8359769257205933,0.7235929978946974,2993.282987775281,-14.24971623583168,-7.346066012552171,2.026700042819474
2017-03-02,0.8597355518339477,0.9545006488106151,0.8650591881718908,0.8326044074785646,0.5460940876935638,0.71484061426286,0.6035949636560133,0.8334530035452086,0.7212447323411486,2993.282987775281,-14.338654642019804,-7.485087271151191,2.264523572056694
2017-03-03,0.8554815825505389,0.9561111544224579,0.8696905530739776,0.8319658829292405,0.5421240899723709,0.7131779941716284,0.5991114067157963,0.8349747558220881,0.7192716497551809,2993.282987775281,-14.387616406468474,-7.5719238005006275,1.8834248274858794
2017-03-04,0.848937045972224,0.9514169553139324,0.8641115512078879,0.8215700555962739,0.5337663535858643,0.7101967100638304,0.5969015256116766,0.8374884364077455,0.7214674798346478,3001.203987779096,-14.414771851851214,-7.636030216961994,1.5435000526618703
2017-03-05,0.8557537219292417,0.9521996026387136,0.870194250641636,0.8273677071654093,0.5285388459001445,0.7182195877359697,0.5820725382019922,0.844961359969182,0.7203994116168143,3025.918987931684,-14.448711989749784,-7.637022669312367,0.8508320118192912
2017-03-06,0.854968122802217,0.9592463106850715,0.8758604678765942,0.8383317294622503,0.5370636209733136,0.7172564841100018,0.6024769859471266,0.8447011216173153,0.7192936241593799,3044.1479880232364,-14.503332349703332,-7.553634235254113,1.1409131302190136
2017-03-07,0.8414397845663679,0.9607295261701736,0.884454511965479,0.8372903283760009,0.5449764325678572,0.7176551339609686,0.5855914312770445,0.8482027011418607,0.7209282995869871,3055.215987863019,-14.427188610094326,-7.4988899804061795,1.4208157339362624
2017-03-08,0.8661947671689054,0.9594631303662036,0.8860183454389376,0.8418601863725861,0.552291166555092,0.7240563955511867,0.6158779750444604,0.8465946853983032,0.7173291921254737,3064.3249880690128,-13.98803569781674,-7.296820686178479,2.2931616339308354
2017-03-09,0.8658344577253381,0.9588977364201177,0.8829124081359219,0.8302942556936004,0.5570946539131998,0.7272211954699909,0.6093430107960827,0.8473787790081792,0.715993768668617,3064.7609880585223,-13.630431052559087,-7.035963547425687,2.3676311926780103
2017-03-10,0.860623664946603,0.9546080900527621,0.8843153072189073,0.8343115228748464,0.5556989330182773,0.7272476484147453,0.6172052759496243,0.8492832264567495,0.715646095872899,3064.7609880585223,-13.639962318457147,-6.925712159158933,2.743459007071884
2017-03-11,0.8659635979049671,0.9516670461352896,0.8852545431765048,0.8406867713761605,0.5605124273464109,0.7237740029333388,0.6295853752914061,0.8450235094546248,0.717278926044618,3064.7609880585223,-13.816310685983437,-7.013930135560696,2.6189372389322187
2017-03-12,0.8674569323682557,0.9534523238303767,0.8903807467391571,0.8486372200615371,0.5564821766023371,0.7152430539612025,0.6318160296005293,0.8444342681086219,0.7156475711788268,3064.7609880585223,-13.970596661136303,-7.185236236343939,2.9167200133453464
2017-03-13,0.861664421233674,0.9523442945273993,0.8837255616484061,0.8429798187618031,0.5559446688219992,0.7303801514855927,0.6284667306022427,0.849603922832481,0.7137277052855701,3064.7609880585223,-14.084415743898608,-7.297652145692508,3.4079807006156586
2017-03-14,0.8654443019082957,0.9457675578415146,0.890997946206042,0.8418202463359181,0.5519150973994983,0.7167127881586853,0.627293702440328,0.8499575137207045,0.7125322120664149,3064.7609880585223,-14.17268811184788,-7.386786817820458,3.1964028770818635
2017-03-15,0.86462868184332,0.9545331300870779,0.890268705698048,0.8410898218161269,0.5575972342176958,0.722078605751322,0.6330416741989789,0.8551641720405662,0.7129572495600165,3064.7609880585223,-14.265400276361907,-7.484916370943311,1.7601349412171663
2017-03-16,0.8694070600518644,0.9556386846861311,0.887752136618559,0.839122213974565,0.5574833842474874,0.7388538566851588,0.6393801696806051,0.8583025655338958,0.7155062049931158,3073.618987860158,-14.363319495335686,-7.596926370510307,2.3175951851141425
2017-03-17,0.8616027193614197,0.9527979115588256,0.8903448885351988,0.8442010632933319,0.5572654800743689,0.7281868804874587,0.6362773633459158,0.8596904105902575,0.7126159311477187,3073.618987860158,-14.43060763706034,-7.6999224381842835,3.1646634097513875
2017-03-18,0.8638391004248274,0.9529045353559363,0.8821216485040653,0.8357245433246182,0.5502392869452218,0.7282292913288224,0.642389847449698,0.8643800635809231,0.7135405427886178,3076.973987879232,-14.489161141974847,-7.764945436592759,1.931525868929743
2017-03-19,0.8675235309794278,0.9557526313917197,0.886727855615548,0.8355074266478287,0.5478946565973033,0.7247488753549871,0.6323287963457039,0.8674709727476562,0.7123882213669781,3107.1319888252765,-14.520556237595589,-7.857990226793457,2.2035790589479176
2017-03-20,0.856644761447616,0.9525448623858925,0.8855842646059457,0.8422164375313226,0.5497532325461292,0.7281675451934426,0.6349453529309601,0.8682804601255971,0.7118025487599862,3111.3289888519794,-14.592612338562995,-7.921550527917404,2.007597473690333
2017-03-21,0.8478540446621283,0.9534840901682112,0.8819562830094605,0.8366059351560687,0.5498477021844677,0.7268439481652842,0.6415664104875645,0.868790048792869,0.7102887381728629,3170.7599886078387,-14.572800299835466,-7.972762290238326,1.6386551336704391
2017-03-22,0.8640481135205216,0.9510317191627298,0.8858223009361151,0.8411000801352628,0.5548868584882999,0.7325751425776605,0.639825023782868,0.8728440254946584,0.7138290931740017,3194.079988302663,-14.669075729903993,-7.923062002021691,1.8085345135962505
2017-03-23,0.8748041250434988,0.9568931919212489,0.88952128287284,0.8406194564019519,0.5666365888167132,0.7298831703622718,0.6542871982269832,0.8663472272480481,0.7127134249939133,3195.985988320783,-14.538572250674468,-7.706750064014334,2.240869767410587
2017-03-24,0.8803802626100535,0.9575207386158381,0.8943075644208269,0.8397593745736023,0.5630832303126143,0.7380942984808336,0.6523281944895057,0.8725920096786945,0.7137311045632233,3242.3339878935367,-14.146061375619295,-7.515906442627778,1.9582221080232554
2017-03-25,0.8795704593973749,0.9555923776439785,0.9032535660135234,0.8516729600269338,0.5721985363932394,0.7436844871116552,0.6638679347829737,0.8675506964022499,0.7163507835705747,3257.0329882521182,-13.752473437073345,-7.057156190956258,2.2383162698920707
