,Vms_Rock_Moisture_A6,wy,value
2015-12-18,20.010381944444447,2016,21.883351330203443
2015-12-19,20.290277777777778,2016,21.93961825117371
2015-12-20,20.125625000000003,2016,21.995885172143975
2015-12-21,21.89173611111111,2016,22.05215209311424
2015-12-22,35.27142361111111,2016,22.108419014084507
2015-12-23,36.501354166666665,2016,22.164685935054774
2015-12-24,36.53524305555556,2016,22.22095285602504
2015-12-25,36.803784722222225,2016,22.277219776995306
2015-12-26,37.139965277777776,2016,22.333486697965572
2015-12-27,37.20024305555555,2016,22.38975361893584
2015-12-28,37.646840277777784,2016,22.446020539906105
2015-12-29,37.73767361111111,2016,22.50228746087637
2015-12-30,38.120416666666664,2016,22.558554381846637
2015-12-31,38.4684375,2016,22.614821302816903
2016-01-01,38.70600694444445,2016,22.67108822378717
2016-01-02,38.84586805555556,2016,22.727355144757436
2016-01-03,38.39315972222223,2016,22.7836220657277
2016-01-04,38.57329861111112,2016,22.839888986697968
2016-01-05,38.6801388888889,2016,22.896155907668234
2016-01-06,38.77795138888889,2016,22.952422828638497
2016-01-07,39.72142361111111,2016,23.008689749608763
2016-01-08,39.71163194444445,2016,23.06495667057903
2016-01-09,40.17569444444445,2016,23.121223591549295
2016-01-10,40.466979166666675,2016,23.17749051251956
2016-01-11,40.44642361111112,2016,23.233757433489828
2016-01-12,40.71777777777778,2016,23.290024354460094
2016-01-13,41.041701388888896,2016,23.34629127543036
2016-01-14,41.722395833333344,2016,23.402558196400626
2016-01-15,41.67003472222223,2016,23.458825117370893
2016-01-16,41.76222222222223,2016,23.51509203834116
2016-01-17,42.127500000000005,2016,23.571358959311425
2016-01-18,43.72913194444445,2016,23.62762588028169
2016-01-19,43.26177083333334,2016,23.683892801251957
2016-01-20,43.28958333333333,2016,23.740159722222224
2016-01-21,43.49805555555556,2016,23.79642664319249
2016-01-22,43.314479166666665,2016,23.852693564162756
2016-01-23,43.47885416666667,2016,23.908960485133022
2016-01-24,43.54027777777778,2016,23.96522740610329
2016-01-25,43.883125,2016,24.021494327073555
2016-01-26,43.94125,2016,24.07776124804382
2016-01-27,43.84017361111111,2016,24.134028169014087
2016-01-28,44.33715277777778,2016,24.190295089984353
2016-01-29,44.41986111111112,2016,24.24656201095462
2016-01-30,44.610034722222224,2016,24.302828931924886
2016-01-31,44.47128472222223,2016,24.359095852895152
2016-02-01,44.0746875,2016,24.415362773865418
2016-02-02,43.96447916666667,2016,24.471629694835684
2016-02-03,43.88579861111111,2016,24.527896615805947
2016-02-04,44.273784722222224,2016,24.584163536776213
2016-02-05,44.19909722222223,2016,24.64043045774648
2016-02-06,44.25791666666667,2016,24.696697378716745
2016-02-07,44.5284375,2016,24.75296429968701
2016-02-08,44.615833333333335,2016,24.809231220657278
2016-02-09,45.21982638888889,2016,24.865498141627544
2016-02-10,45.37340277777778,2016,24.92176506259781
2016-02-11,45.39788194444444,2016,24.978031983568076
2016-02-12,45.63274305555556,2016,25.034298904538343
2016-02-13,45.389722222222225,2016,25.09056582550861
2016-02-14,45.476979166666666,2016,25.146832746478875
2016-02-15,45.79402777777778,2016,25.20309966744914
2016-02-16,45.62576388888889,2016,25.259366588419407
2016-02-17,45.192569444444445,2016,25.315633509389674
2016-02-18,45.09697916666667,2016,25.37190043035994
2016-02-19,45.36010416666667,2016,25.428167351330206
2016-02-20,45.52798611111111,2016,25.48443427230047
2016-02-21,45.892673611111114,2016,25.540701193270735
2016-02-22,45.678333333333335,2016,25.596968114241
2016-02-23,46.15041666666667,2016,25.653235035211267
2016-02-24,46.021909722222226,2016,25.709501956181533
2016-02-25,46.19319444444445,2016,25.7657688771518
2016-02-26,46.11225694444445,2016,25.822035798122066
2016-02-27,46.00659722222222,2016,25.878302719092332
2016-02-28,46.31173611111112,2016,25.9345696400626
2016-02-29,46.41677083333334,2016,25.990836561032864
2016-03-01,45.97975694444444,2016,26.04710348200313
2016-03-02,45.66295138888889,2016,26.103370402973397
2016-03-03,46.194375,2016,26.159637323943663
2016-03-04,46.80243055555556,2016,26.21590424491393
2016-03-05,45.917986111111105,2016,26.272171165884195
2016-03-06,46.26753472222222,2016,26.32843808685446
2016-03-07,46.96420138888889,2016,26.384705007824728
2016-03-08,47.29114583333333,2016,26.440971928794994
2016-03-09,46.457256944444445,2016,26.49723884976526
2016-03-10,46.944027777777784,2016,26.553505770735526
2016-03-11,47.00083333333333,2016,26.609772691705793
2016-03-12,46.34847222222223,2016,26.66603961267606
2016-03-13,46.89059027777778,2016,26.722306533646325
2016-03-14,48.19,2016,26.77857345461659
2016-03-15,48.398020833333334,2016,26.834840375586857
2016-03-16,48.0615625,2016,26.891107296557124
2016-03-17,48.22635416666666,2016,26.94737421752739
2016-03-18,48.34197916666667,2016,27.003641138497656
2016-03-19,48.31274305555556,2016,27.059908059467922
2016-03-20,48.13916666666666,2016,27.116174980438185
2016-03-21,47.81395833333334,2016,27.17244190140845
2016-03-22,48.015347222222225,2016,27.228708822378717
2016-03-23,48.42722222222222,2016,27.284975743348983
2016-03-24,48.390625,2016,27.34124266431925
